climb_uuid,name,angle,layout_id,n_holds,holds,difficulty_average,quality_average,ascensionist_count,is_nomatch
160d9632c552496585f4730cb357d9c7,Bpex 01,40,1,12,"[(1127, 32, 32, 15), (1146, 48, 40, 15), (1149, 72, 40, 12), (1180, 48, 56, 12), (1215, 56, 72, 13), (1228, 24, 80, 13), (1298, 40, 112, 13), (1311, 8, 120, 13), (1328, 8, 128, 13), (1379, 8, 152, 14), (1484, 20, 36, 15), (1502, 20, 52, 15)]",19.8571,2.85714,7,0
1939D6F9F11C463B863AB7E06384C379,Sky and Sent,40,1,21,"[(1107, 8, 24, 12), (1109, 24, 24, 12), (1143, 24, 40, 13), (1228, 24, 80, 13), (1230, 40, 80, 13), (1264, 40, 96, 13), (1306, 104, 112, 15), (1315, 40, 120, 13), (1317, 56, 120, 13), (1323, 104, 120, 13), (1340, 104, 128, 13), (1354, 80, 136, 13), (1391, 104, 152, 13), (1395, 136, 152, 14), (1462, 20, 4, 15), (1464, 4, 4, 15), (1503, 36, 52, 15), (1548, 44, 92, 15), (1553, 124, 92, 15), (1563, 132, 100, 15), (1578, 84, 116, 15)]",24.2,3.0,5,1
1B1F2546FC884F7A9D3D378D049A99BC,botb Final #35,50,1,19,"[(1088, 16, 8, 15), (1141, 8, 40, 15), (1143, 24, 40, 12), (1145, 40, 40, 15), (1177, 24, 56, 12), (1227, 16, 80, 13), (1266, 56, 96, 13), (1268, 72, 96, 13), (1272, 104, 96, 13), (1342, 120, 128, 13), (1395, 136, 152, 14), (1466, 20, 20, 15), (1504, 52, 52, 15), (1505, 68, 52, 15), (1506, 84, 52, 15), (1507, 100, 52, 15), (1526, 116, 68, 15), (1548, 44, 92, 13), (1572, 140, 108, 15)]",24.0,2.8,5,0
2239f26b23094083b6614417290ab7da,robble #1,40,1,12,"[(1128, 40, 32, 12), (1200, 72, 64, 13), (1230, 40, 80, 13), (1269, 80, 96, 13), (1319, 72, 120, 13), (1373, 96, 144, 13), (1391, 104, 152, 14), (1459, 44, 4, 15), (1461, 28, 4, 15), (1485, 36, 36, 15), (1504, 52, 52, 15), (1579, 100, 116, 15)]",18.6,3.0,5,0
2957CBA405054E2A82D303E1E107B732,Space Godzilla,40,1,9,"[(1106, 136, 16, 15), (1187, 104, 56, 12), (1189, 120, 56, 12), (1253, 88, 88, 13), (1304, 88, 112, 13), (1333, 48, 128, 13), (1383, 40, 152, 14), (1499, 124, 44, 15), (1506, 84, 52, 15)]",22.8,2.2,5,0
2a01ebd6fbbe4428b69ee09ad6004794,Kosekaktus,15,1,19,"[(1136, 104, 32, 12), (1169, 96, 48, 12), (1190, 128, 56, 13), (1239, 112, 80, 13), (1269, 80, 96, 13), (1272, 104, 96, 13), (1320, 80, 120, 13), (1352, 64, 136, 13), (1385, 56, 152, 14), (1449, 124, 4, 15), (1453, 92, 4, 15), (1471, 100, 20, 15), (1473, 132, 20, 15), (1487, 68, 36, 15), (1490, 116, 36, 15), (1513, 60, 60, 15), (1523, 68, 68, 15), (1530, 44, 76, 15), (1548, 44, 92, 15)]",16.2,3.0,5,0
2c19dddd996d4f0eb11ebeb194d2ee1f,the barn door of dreams.,30,1,11,"[(1114, 64, 24, 15), (1170, 104, 48, 12), (1184, 80, 56, 12), (1270, 88, 96, 13), (1300, 56, 112, 13), (1350, 48, 136, 13), (1381, 24, 152, 14), (1451, 108, 4, 15), (1495, 60, 44, 15), (1542, 84, 84, 15), (1564, 12, 108, 15)]",22.0,2.66667,6,1
3022FE581FA8490BB48422E2142C59F2,Geriatric droppings,60,1,16,"[(1096, 56, 16, 15), (1143, 24, 40, 12), (1163, 48, 48, 12), (1171, 112, 48, 15), (1215, 56, 72, 13), (1236, 88, 80, 13), (1270, 88, 96, 13), (1289, 104, 104, 13), (1305, 96, 112, 13), (1327, 136, 120, 13), (1374, 104, 144, 13), (1394, 128, 152, 14), (1456, 68, 4, 15), (1460, 36, 4, 15), (1514, 76, 60, 15), (1536, 140, 76, 15)]",19.0,3.0,5,0
3BA11A18F32747159F1A343E69A479ED,“”,50,1,15,"[(1124, 8, 32, 12), (1125, 16, 32, 12), (1180, 48, 56, 13), (1196, 40, 64, 13), (1248, 48, 88, 13), (1270, 88, 96, 13), (1287, 88, 104, 13), (1341, 112, 128, 13), (1361, 136, 136, 13), (1395, 136, 152, 14), (1462, 20, 4, 15), (1483, 4, 36, 15), (1484, 20, 36, 15), (1521, 36, 68, 13), (1541, 68, 84, 13)]",26.6,2.8,5,0
3fff4c54adb64112a3ba7e66c5e6c72c,Huskestue 2,30,1,8,"[(1149, 72, 40, 12), (1169, 96, 48, 12), (1234, 72, 80, 13), (1285, 72, 104, 13), (1300, 56, 112, 13), (1323, 104, 120, 13), (1388, 80, 152, 14), (1456, 68, 4, 15)]",20.0,2.4,5,1
4177a6d7ecd9472aba46e4fb8c1a7fe9,Grün/Schwarz_KBG23Q_04ulm,30,1,25,"[(1135, 96, 32, 12), (1138, 120, 32, 12), (1142, 16, 40, 15), (1150, 80, 40, 15), (1162, 40, 48, 15), (1166, 72, 48, 15), (1175, 8, 56, 15), (1183, 72, 56, 15), (1186, 96, 56, 13), (1191, 136, 56, 15), (1210, 16, 72, 13), (1217, 72, 72, 13), (1230, 40, 80, 13), (1233, 64, 80, 15), (1245, 24, 88, 13), (1247, 40, 88, 13), (1257, 120, 88, 13), (1273, 112, 96, 13), (1290, 112, 104, 13), (1302, 72, 112, 13), (1312, 16, 120, 13), (1345, 8, 136, 13), (1380, 16, 152, 14), (1448, 132, 4, 15), (1451, 108, 4, 15)]",17.2857,2.28571,21,0
41B698F7A6E549EBAB21EB355DFA2EB9,Invisibilisation,40,1,12,"[(1140, 136, 32, 15), (1174, 136, 48, 15), (1191, 136, 56, 12), (1242, 136, 80, 15), (1271, 96, 96, 12), (1293, 136, 104, 13), (1321, 88, 120, 13), (1338, 88, 128, 13), (1350, 48, 136, 13), (1368, 56, 144, 13), (1381, 24, 152, 14), (1547, 28, 92, 15)]",23.0,3.0,5,1
5D50A0E320F04FC79A4940837E96B806,kackboulder soft9,40,1,9,"[(1077, 104, 8, 15), (1187, 104, 56, 12), (1204, 104, 64, 12), (1249, 56, 88, 13), (1252, 80, 88, 13), (1317, 56, 120, 13), (1352, 64, 136, 13), (1372, 88, 144, 14), (1481, 124, 28, 15)]",22.0,2.4,5,1
6A34B173CBF74B6CAF59D677B82865FC,Blau/Rot_KBG23Q_05ulm,20,1,23,"[(1117, 88, 24, 15), (1133, 80, 32, 15), (1134, 88, 32, 12), (1147, 56, 40, 12), (1154, 112, 40, 15), (1171, 112, 48, 15), (1183, 72, 56, 15), (1202, 88, 64, 13), (1204, 104, 64, 15), (1218, 80, 72, 13), (1233, 64, 80, 15), (1252, 80, 88, 15), (1257, 120, 88, 15), (1265, 48, 96, 15), (1270, 88, 96, 13), (1305, 96, 112, 13), (1341, 112, 128, 13), (1369, 64, 144, 13), (1371, 80, 144, 13), (1383, 40, 152, 14), (1454, 84, 4, 15), (1455, 76, 4, 15), (1458, 52, 4, 15)]",15.875,2.75,8,0
8529652E3C904E32877688570371658F,You Got Gupped,40,1,14,"[(1129, 48, 32, 12), (1144, 32, 40, 15), (1185, 88, 56, 12), (1233, 64, 80, 13), (1235, 80, 80, 13), (1264, 40, 96, 13), (1335, 64, 128, 13), (1371, 80, 144, 13), (1392, 112, 152, 14), (1452, 100, 4, 15), (1489, 100, 36, 15), (1494, 44, 44, 15), (1495, 60, 44, 15), (1552, 108, 92, 15)]",22.8,3.0,5,0
87edc0dc150b43f8a056f1dfbccc8e23,B37 #7,25,1,8,"[(1096, 56, 16, 15), (1132, 72, 32, 12), (1214, 48, 72, 12), (1237, 96, 80, 13), (1301, 64, 112, 13), (1314, 32, 120, 13), (1385, 56, 152, 14), (1488, 84, 36, 15)]",21.0,2.8,5,0
8CC423FCA53F4739AE652DBE38FA4B52,The Prophesy of Newton,45,1,11,"[(1134, 88, 32, 12), (1185, 88, 56, 12), (1197, 48, 64, 13), (1248, 48, 88, 13), (1264, 40, 96, 13), (1351, 56, 136, 13), (1369, 64, 144, 13), (1390, 96, 152, 14), (1451, 108, 4, 15), (1479, 92, 28, 15), (1528, 12, 76, 15)]",25.3333,3.0,6,0
8E14F97432D74E7C8016AE18730F38BE,Rosé,40,1,10,"[(1181, 56, 56, 15), (1210, 16, 72, 12), (1281, 40, 104, 13), (1292, 128, 104, 15), (1314, 32, 120, 13), (1356, 96, 136, 14), (1370, 72, 144, 13), (1384, 48, 152, 13), (1510, 12, 60, 12), (1571, 124, 108, 15)]",23.0,3.0,6,0
9a691b488b8846aa8d04295ab2bb151b,Le précoce,40,1,9,"[(1121, 120, 24, 12), (1155, 120, 40, 12), (1233, 64, 80, 15), (1255, 104, 88, 13), (1324, 112, 120, 13), (1388, 80, 152, 14), (1447, 140, 4, 15), (1451, 108, 4, 15), (1553, 124, 92, 13)]",24.6667,2.83333,6,0
9b870467a00a453abbe98a6b3ca275ae,rullebær,40,1,18,"[(1113, 56, 24, 15), (1137, 112, 32, 15), (1202, 88, 64, 13), (1203, 96, 64, 15), (1210, 16, 72, 12), (1222, 112, 72, 13), (1230, 40, 80, 12), (1249, 56, 88, 13), (1270, 88, 96, 13), (1281, 40, 104, 15), (1309, 128, 112, 13), (1339, 96, 128, 13), (1369, 64, 144, 13), (1373, 96, 144, 13), (1385, 56, 152, 14), (1506, 84, 52, 15), (1543, 100, 84, 15), (1554, 140, 92, 15)]",23.2,2.4,5,0
a765c68903684d4488cf67f54393376c,feels like I'm a circle,45,1,6,"[(1216, 64, 72, 12), (1247, 40, 88, 12), (1302, 72, 112, 13), (1339, 96, 128, 13), (1359, 120, 136, 13), (1394, 128, 152, 14)]",23.5,2.33333,6,0
B0E51FD908464CDB9578FC0C94717890,Marburg Mischief: B-day Beta,45,1,7,"[(1166, 72, 48, 12), (1232, 56, 80, 13), (1234, 72, 80, 13), (1287, 88, 104, 13), (1334, 56, 128, 13), (1385, 56, 152, 14), (1486, 52, 36, 15)]",22.2857,2.57143,7,0
B7427D077FEC444B86D79372A3B17019,Trump Got Aressted,40,1,6,"[(1137, 112, 32, 15), (1204, 104, 64, 12), (1257, 120, 88, 12), (1340, 104, 128, 13), (1372, 88, 144, 13), (1387, 72, 152, 14)]",21.6,3.0,5,1
b820219412d5472aa9d336660416fff3,Dreschflegel,50,1,10,"[(1131, 64, 32, 12), (1153, 104, 40, 13), (1168, 88, 48, 12), (1218, 80, 72, 13), (1273, 112, 96, 13), (1323, 104, 120, 13), (1374, 104, 144, 13), (1387, 72, 152, 14), (1499, 124, 44, 15), (1554, 140, 92, 15)]",24.2,3.0,5,0
C087B13CC49F4034BE5E636E1DFA5490,Wednesday night quickie,40,1,8,"[(1166, 72, 48, 12), (1170, 104, 48, 15), (1233, 64, 80, 13), (1246, 32, 88, 15), (1254, 96, 88, 13), (1319, 72, 120, 13), (1385, 56, 152, 14), (1456, 68, 4, 15)]",21.2,3.0,5,0
c19cbd3b1b5d4fa0a2a1ed65143a4f68,No.45 ⚡Beast of the Board⚡,45,1,10,"[(1169, 96, 48, 12), (1265, 48, 96, 13), (1267, 64, 96, 13), (1280, 32, 104, 13), (1348, 32, 136, 13), (1379, 8, 152, 14), (1471, 100, 20, 15), (1499, 124, 44, 12), (1543, 100, 84, 13), (1548, 44, 92, 15)]",25.2308,2.30769,13,1
C35D0CF56A144299AB688CC448B5537D,Laura non c'è,40,1,13,"[(1143, 24, 40, 12), (1145, 40, 40, 13), (1151, 88, 40, 15), (1160, 24, 48, 12), (1165, 64, 48, 13), (1231, 48, 80, 15), (1234, 72, 80, 13), (1250, 64, 88, 13), (1269, 80, 96, 13), (1336, 72, 128, 13), (1369, 64, 144, 13), (1383, 40, 152, 14), (1458, 52, 4, 15)]",21.0,3.0,6,0
C641461006C8426DB8ED26938EB13CB9,Weiß/Braun_KBG23Q_06muc,45,1,16,"[(1092, 24, 16, 15), (1127, 32, 32, 12), (1182, 64, 56, 12), (1235, 80, 80, 13), (1263, 32, 96, 15), (1272, 104, 96, 13), (1291, 120, 104, 13), (1339, 96, 128, 13), (1352, 64, 136, 13), (1368, 56, 144, 13), (1382, 32, 152, 14), (1455, 76, 4, 15), (1495, 60, 44, 15), (1498, 108, 44, 15), (1526, 116, 68, 15), (1536, 140, 76, 15)]",23.1818,2.45455,11,0
CCA01C0FCE2B4CE5A63DBF007F6AF54A,Rosa Luna 🌹🌒,45,1,14,"[(1103, 112, 16, 15), (1130, 56, 32, 12), (1132, 72, 32, 12), (1133, 80, 32, 15), (1218, 80, 72, 13), (1222, 112, 72, 13), (1255, 104, 88, 13), (1276, 136, 96, 13), (1340, 104, 128, 13), (1356, 96, 136, 13), (1387, 72, 152, 14), (1455, 76, 4, 15), (1459, 44, 4, 15), (1518, 140, 60, 15)]",22.0,2.4,5,0
cf934fcb54d14660bfdbb5e595638b95,Sputnik ta mère,40,1,16,"[(1186, 96, 56, 12), (1191, 136, 56, 12), (1235, 80, 80, 13), (1241, 128, 80, 13), (1283, 56, 104, 13), (1285, 72, 104, 13), (1290, 112, 104, 13), (1318, 64, 120, 13), (1332, 40, 128, 13), (1387, 72, 152, 14), (1482, 140, 28, 15), (1498, 108, 44, 15), (1505, 68, 52, 15), (1516, 108, 60, 15), (1521, 36, 68, 15), (1523, 68, 68, 15)]",25.1667,2.83333,6,0
D7924064766B4378A01F708C447720E7,RollerCoaster,40,1,7,"[(1129, 48, 32, 12), (1168, 88, 48, 12), (1219, 88, 72, 13), (1256, 112, 88, 13), (1302, 72, 112, 13), (1387, 72, 152, 14), (1454, 84, 4, 15)]",20.0,3.0,5,0
DF2779B17F93426FA61135F87FA1CAE0,Gnarly #2,30,1,6,"[(1235, 80, 80, 12), (1240, 120, 80, 12), (1306, 104, 112, 13), (1357, 104, 136, 13), (1380, 16, 152, 14), (1385, 56, 152, 13)]",23.3333,2.66667,6,0
E2C299BA88464339A55B9711026892E4,Ken you do it,45,1,15,"[(1153, 104, 40, 12), (1184, 80, 56, 12), (1254, 96, 88, 13), (1284, 64, 104, 13), (1320, 80, 120, 13), (1368, 56, 144, 13), (1385, 56, 152, 14), (1456, 68, 4, 15), (1470, 84, 20, 15), (1487, 68, 36, 15), (1513, 60, 60, 15), (1531, 60, 76, 15), (1547, 28, 92, 15), (1566, 44, 108, 15), (1568, 76, 108, 15)]",22.1667,3.0,6,0
e4587bd659654d2b968dd05fb09bf7f8,final god of pain,40,1,8,"[(1178, 32, 56, 12), (1182, 64, 56, 12), (1249, 56, 88, 13), (1266, 56, 96, 13), (1321, 88, 120, 13), (1386, 64, 152, 14), (1469, 68, 20, 15), (1495, 60, 44, 15)]",21.6,3.0,5,1
EBBF96416D5740999A8A969DBE8190D9,the DIRTY,40,1,11,"[(1118, 96, 24, 15), (1146, 48, 40, 15), (1164, 56, 48, 12), (1185, 88, 56, 12), (1272, 104, 96, 13), (1292, 128, 104, 13), (1304, 88, 112, 13), (1389, 88, 152, 14), (1455, 76, 4, 15), (1509, 132, 52, 15), (1563, 132, 100, 15)]",27.0,2.8,10,0
ed6f2ca2f0d642108acaec61e5052113,kierans vengence,50,1,14,"[(1125, 16, 32, 12), (1127, 32, 32, 12), (1210, 16, 72, 13), (1245, 24, 88, 13), (1299, 48, 112, 13), (1332, 40, 128, 13), (1352, 64, 136, 13), (1386, 64, 152, 14), (1461, 28, 4, 15), (1483, 4, 36, 15), (1485, 36, 36, 15), (1503, 36, 52, 15), (1539, 36, 84, 15), (1560, 84, 100, 15)]",22.8333,3.0,6,0
f6afface49214718948b2d23037a9e25,Weiß/Braun_KBG23Q_13dui,45,1,10,"[(1073, 136, 8, 15), (1146, 48, 40, 15), (1155, 120, 40, 12), (1235, 80, 80, 13), (1240, 120, 80, 12), (1246, 32, 88, 13), (1265, 48, 96, 13), (1311, 8, 120, 13), (1379, 8, 152, 14), (1542, 84, 84, 13)]",24.1,2.2,10,0
FC8F365AE1F84F229E5EC41DE7DF1BA6,on cloud,40,1,10,"[(1120, 112, 24, 15), (1201, 80, 64, 12), (1202, 88, 64, 12), (1254, 96, 88, 13), (1267, 64, 96, 13), (1300, 56, 112, 13), (1351, 56, 136, 14), (1455, 76, 4, 15), (1497, 92, 44, 15), (1522, 52, 68, 15)]",17.0,2.83333,6,0
FCC0368BA3464DAC8BB07D6087B04DE6,Beef and Eggs,40,1,12,"[(1092, 24, 16, 15), (1128, 40, 32, 12), (1214, 48, 72, 13), (1250, 64, 88, 13), (1294, 8, 112, 15), (1302, 72, 112, 13), (1347, 24, 136, 13), (1371, 80, 144, 13), (1379, 8, 152, 14), (1384, 48, 152, 13), (1458, 52, 4, 15), (1476, 44, 28, 15)]",21.6,2.2,5,1
00f9ae3c7bb34912a079ffc1d0ae4617,Finish Session,45,1,12,"[(1141, 8, 40, 12), (1144, 32, 40, 12), (1210, 16, 72, 13), (1249, 56, 88, 13), (1299, 48, 112, 13), (1321, 88, 120, 13), (1371, 80, 144, 13), (1392, 112, 152, 14), (1459, 44, 4, 15), (1464, 4, 4, 15), (1533, 92, 76, 15), (1563, 132, 100, 15)]",20.8333,2.83333,6,0
037E0341A3694FE9849EE3291D862A2B,big schloder,40,1,11,"[(1131, 64, 32, 12), (1169, 96, 48, 12), (1204, 104, 64, 13), (1257, 120, 88, 13), (1304, 88, 112, 13), (1323, 104, 120, 13), (1336, 72, 128, 13), (1390, 96, 152, 14), (1455, 76, 4, 15), (1518, 140, 60, 15), (1532, 76, 76, 15)]",20.6667,3.0,6,0
0411409B8B224BF1A6A036AD4EE1F1F0,tantō,30,1,12,"[(1129, 48, 32, 12), (1135, 96, 32, 12), (1185, 88, 56, 13), (1198, 56, 64, 13), (1250, 64, 88, 13), (1267, 64, 96, 13), (1316, 48, 120, 13), (1387, 72, 152, 14), (1452, 100, 4, 15), (1455, 76, 4, 15), (1456, 68, 4, 15), (1459, 44, 4, 15)]",19.2,3.0,5,1
04b93017a23c4d0a9781e7e9e317d7f7,Under Klingon,40,1,16,"[(1143, 24, 40, 12), (1177, 24, 56, 13), (1179, 40, 56, 12), (1211, 24, 72, 13), (1245, 24, 88, 13), (1280, 32, 104, 13), (1302, 72, 112, 13), (1354, 80, 136, 13), (1391, 104, 152, 14), (1460, 36, 4, 15), (1474, 12, 28, 15), (1475, 28, 28, 15), (1501, 4, 52, 15), (1512, 44, 60, 15), (1519, 4, 68, 15), (1561, 100, 100, 15)]",21.8,2.6,5,1
057CE8716B9146BF9F9E279BDE5483BE,madi is a lil bitch,40,1,13,"[(1087, 24, 8, 15), (1142, 16, 40, 12), (1143, 24, 40, 12), (1244, 16, 88, 13), (1264, 40, 96, 13), (1283, 56, 104, 13), (1351, 56, 136, 13), (1380, 16, 152, 14), (1461, 28, 4, 15), (1462, 20, 4, 15), (1505, 68, 52, 15), (1513, 60, 60, 15), (1528, 12, 76, 15)]",22.6,2.8,5,0
0640233EC48C457D9FFE87222AE3DD04,Downwards Spiral,40,1,12,"[(1239, 112, 80, 12), (1242, 136, 80, 12), (1250, 64, 88, 13), (1261, 16, 96, 13), (1267, 64, 96, 13), (1305, 96, 112, 13), (1328, 8, 128, 13), (1345, 8, 136, 13), (1384, 48, 152, 14), (1504, 52, 52, 15), (1518, 140, 60, 15), (1519, 4, 68, 15)]",24.3333,2.66667,6,0
0919f88e3f2844b293fd27c801ece4d0,Such's dir aus!,30,1,17,"[(1080, 80, 8, 15), (1119, 104, 24, 12), (1170, 104, 48, 12), (1184, 80, 56, 13), (1239, 112, 80, 13), (1304, 88, 112, 13), (1306, 104, 112, 13), (1334, 56, 128, 13), (1384, 48, 152, 14), (1449, 124, 4, 15), (1453, 92, 4, 15), (1482, 140, 28, 15), (1500, 140, 44, 15), (1514, 76, 60, 15), (1532, 76, 76, 15), (1540, 52, 84, 15), (1543, 100, 84, 13)]",18.6,3.0,5,0
0e550d3b1d754265a46443c72a38e5f3,Carnevoarus crossing,40,1,18,"[(1143, 24, 40, 12), (1163, 48, 48, 12), (1202, 88, 64, 13), (1270, 88, 96, 13), (1287, 88, 104, 13), (1299, 48, 112, 13), (1347, 24, 136, 13), (1383, 40, 152, 13), (1388, 80, 152, 14), (1455, 76, 4, 15), (1458, 52, 4, 15), (1489, 100, 36, 15), (1505, 68, 52, 15), (1513, 60, 60, 15), (1546, 12, 92, 15), (1551, 92, 92, 15), (1558, 52, 100, 15), (1574, 20, 116, 15)]",23.2,3.0,5,1
0EA2F2EC199140BBA7E28F4B00336092,no more parties in zone 6,40,1,5,"[(1202, 88, 64, 12), (1265, 48, 96, 15), (1320, 80, 120, 13), (1392, 112, 152, 14), (1479, 92, 28, 15)]",26.8,2.4,5,1
14319E3D80804200B85F413CDA9C241D,WantToBe,65,1,8,"[(1163, 48, 48, 15), (1198, 56, 64, 12), (1234, 72, 80, 12), (1284, 64, 104, 13), (1301, 64, 112, 13), (1315, 40, 120, 13), (1383, 40, 152, 14), (1477, 60, 28, 15)]",18.0,2.8,5,0
166a25eea7e7426bafb00f579ec701c7,PubSwing900,45,1,9,"[(1186, 96, 56, 12), (1216, 64, 72, 12), (1267, 64, 96, 13), (1331, 32, 128, 13), (1386, 64, 152, 14), (1469, 68, 20, 15), (1486, 52, 36, 15), (1506, 84, 52, 15), (1546, 12, 92, 15)]",22.8,2.8,5,1
22a9aa7c9a92404c8262340714d813ac,PollosLeague_week_1_v2,45,1,33,"[(1108, 16, 24, 15), (1109, 24, 24, 15), (1124, 8, 32, 15), (1127, 32, 32, 15), (1141, 8, 40, 15), (1145, 40, 40, 15), (1159, 16, 48, 15), (1160, 24, 48, 15), (1180, 48, 56, 12), (1215, 56, 72, 12), (1237, 96, 80, 13), (1239, 112, 80, 13), (1247, 40, 88, 15), (1250, 64, 88, 13), (1253, 88, 88, 13), (1257, 120, 88, 14), (1280, 32, 104, 15), (1285, 72, 104, 15), (1292, 128, 104, 13), (1297, 32, 112, 15), (1314, 32, 120, 15), (1320, 80, 120, 15), (1343, 128, 128, 13), (1349, 40, 136, 15), (1359, 120, 136, 13), (1368, 56, 144, 15), (1374, 104, 144, 13), (1387, 72, 152, 14), (1389, 88, 152, 13), (1474, 12, 28, 15), (1553, 124, 92, 15), (1581, 132, 116, 15), (1587, 92, 124, 15)]",21.6,2.6,5,0
2B72C5AF143340B2BFE7E1825B89A0AD,King Koopa,45,1,13,"[(1163, 48, 48, 12), (1180, 48, 56, 12), (1214, 48, 72, 13), (1260, 8, 96, 13), (1279, 24, 104, 13), (1296, 24, 112, 13), (1318, 64, 120, 13), (1353, 72, 136, 13), (1389, 88, 152, 14), (1459, 44, 4, 15), (1477, 60, 28, 15), (1501, 4, 52, 15), (1570, 108, 108, 15)]",20.8333,2.83333,6,0
2F74FC376EEB4C7E8D0E461CBCA3DC32,Nick Hole,30,1,11,"[(1114, 64, 24, 12), (1127, 32, 32, 15), (1128, 40, 32, 15), (1203, 96, 64, 13), (1253, 88, 88, 13), (1274, 120, 96, 13), (1287, 88, 104, 13), (1344, 136, 128, 13), (1373, 96, 144, 14), (1454, 84, 4, 15), (1458, 52, 4, 15)]",22.875,2.75,8,0
37c0b5455d794e769c02d6342e8506d2,joeyz,45,1,13,"[(1073, 136, 8, 15), (1163, 48, 48, 15), (1169, 96, 48, 12), (1172, 120, 48, 12), (1191, 136, 56, 15), (1223, 120, 72, 13), (1234, 72, 80, 13), (1235, 80, 80, 13), (1238, 104, 80, 13), (1247, 40, 88, 13), (1302, 72, 112, 13), (1331, 32, 128, 13), (1383, 40, 152, 14)]",18.8333,3.0,6,0
3fe7641589354912864d89d75b397684,overrated,45,1,10,"[(1220, 96, 72, 12), (1222, 112, 72, 12), (1269, 80, 96, 13), (1283, 56, 104, 13), (1314, 32, 120, 13), (1318, 64, 120, 13), (1347, 24, 136, 13), (1379, 8, 152, 14), (1509, 132, 52, 15), (1522, 52, 68, 15)]",22.8,3.0,5,0
47CF1F379103401C8BC5912BD1A736F4,I’m short,40,1,18,"[(1096, 56, 16, 15), (1142, 16, 40, 15), (1145, 40, 40, 12), (1163, 48, 48, 12), (1235, 80, 80, 15), (1247, 40, 88, 13), (1252, 80, 88, 15), (1262, 24, 96, 15), (1271, 96, 96, 15), (1278, 16, 104, 15), (1282, 48, 104, 15), (1296, 24, 112, 15), (1297, 32, 112, 15), (1302, 72, 112, 13), (1350, 48, 136, 13), (1381, 24, 152, 14), (1382, 32, 152, 14), (1565, 28, 108, 15)]",21.2,3.0,5,0
4FA62F21BE6346AF9227ACFAFBF8485D,X-Through,40,1,10,"[(1169, 96, 48, 15), (1171, 112, 48, 15), (1221, 104, 72, 12), (1237, 96, 80, 12), (1269, 80, 96, 13), (1283, 56, 104, 13), (1287, 88, 104, 13), (1353, 72, 136, 13), (1385, 56, 152, 14), (1496, 76, 44, 15)]",17.0,3.0,6,0
5b03f81618c64812b1d63531001a560c,off the wagon (whish edition),45,1,13,"[(1114, 64, 24, 12), (1199, 64, 64, 13), (1230, 40, 80, 13), (1302, 72, 112, 13), (1306, 104, 112, 13), (1308, 120, 112, 13), (1357, 104, 136, 13), (1388, 80, 152, 14), (1456, 68, 4, 15), (1484, 20, 36, 15), (1512, 44, 60, 13), (1536, 140, 76, 15), (1554, 140, 92, 15)]",22.8,2.6,5,0
60451848b12d48d1806ac4b19d354a80,Up n Over 2,45,1,11,"[(1093, 32, 16, 15), (1175, 8, 56, 12), (1200, 72, 64, 15), (1210, 16, 72, 12), (1294, 8, 112, 13), (1300, 56, 112, 13), (1302, 72, 112, 13), (1324, 112, 120, 13), (1340, 104, 128, 13), (1395, 136, 152, 14), (1576, 52, 116, 13)]",20.1667,2.33333,6,1
62559547782a421092ec53274f8aae2c,As good as gold,40,1,9,"[(1156, 128, 40, 12), (1181, 56, 56, 15), (1241, 128, 80, 13), (1270, 88, 96, 13), (1271, 96, 96, 13), (1337, 80, 128, 13), (1392, 112, 152, 14), (1447, 140, 4, 15), (1543, 100, 84, 15)]",23.0,3.0,6,0
68621a9e51b440a388667ad1e529ffc7,Blau/Rot_KBG23Q_09muc,20,1,22,"[(1096, 56, 16, 15), (1136, 104, 32, 13), (1138, 120, 32, 12), (1146, 48, 40, 15), (1150, 80, 40, 12), (1163, 48, 48, 15), (1200, 72, 64, 13), (1212, 32, 72, 13), (1247, 40, 88, 13), (1255, 104, 88, 15), (1281, 40, 104, 13), (1284, 64, 104, 13), (1319, 72, 120, 13), (1354, 80, 136, 13), (1389, 88, 152, 14), (1450, 116, 4, 15), (1453, 92, 4, 15), (1456, 68, 4, 15), (1468, 52, 20, 15), (1483, 4, 36, 15), (1532, 76, 76, 15), (1550, 76, 92, 15)]",16.0,2.77778,9,0
68F6511ECB114EAEAC7397A8EAF4F9D2,Weiß/Braun_KBGQ23_20rec,45,1,13,"[(1079, 88, 8, 15), (1082, 64, 8, 15), (1163, 48, 48, 15), (1166, 72, 48, 12), (1167, 80, 48, 12), (1254, 96, 88, 13), (1285, 72, 104, 13), (1301, 64, 112, 13), (1357, 104, 136, 13), (1375, 112, 144, 13), (1394, 128, 152, 14), (1523, 68, 68, 15), (1553, 124, 92, 15)]",23.1111,2.66667,9,0
6A70702E27DE4D5E95D882137BD7EDC5,Weiß/Braun_KBG23Q_27nul,45,1,12,"[(1089, 8, 8, 15), (1107, 8, 24, 15), (1142, 16, 40, 12), (1180, 48, 56, 13), (1230, 40, 80, 13), (1246, 32, 88, 13), (1247, 40, 88, 13), (1314, 32, 120, 13), (1352, 64, 136, 13), (1387, 72, 152, 14), (1492, 12, 44, 15), (1520, 20, 68, 15)]",22.8889,2.66667,9,1
